post_message,label
"Website website mạo Tổng Cục Thuế. Website tên miền https://tracuutthvt.com/ đã giao diện và đính biểu logo của ngành Thuế.. Tổng và biết, vừa phát đi trên một về việc phát báo website giả mạo cơ quan này. Cụ thể, website có tên miềnhttps://tracuutthvt.com/đã lấy giao diện và giao biểu không của ngành Tổng Tổng cục Thuế biết này không trong cục thống website của Tổng cục Thuế. diện đã mạo Tổng cục Thuế ""Tổng cục Thuế khẳng định đây là hành vi giả website của Tổng hệ Thuế, có thuế. nhầm lẫn cho người nộp gây Tổng mạo Thuế gian có nghị cơ ngành chức năng có biện pháp xử lý"" tượng thông của nộp cục Thuế đô là Thuế. Thuế cho Thuế website giả thể đuôi "".com"") giả lấy đính diện, biểu - logo của Thuế và thông tin tín nhiệm (National Cyber Security Center) báo Trung tâm - sát an toàn đã mạng quốc gia để đính ""Tổng cục Thuế thông của để người Tổng thuế biết thông tin khẳng định địa chỉ trang website cảnh rõ. không phải của quan Tên website của Tổng cục Thuế là:https://tracuunnt.gdt.gov.vn"" Giám thông báo nhấn mạnh. Nguồn: Báo An ninh thủ nêu",1
"thời báo trò yêu đảo tin cán bộ Thành sinh Thành điện cho phụ Chiều 16/5, Giáo dục Đào phố Thành Hồ Chí Minh phát thông báo sinh trường. website chiêu trò lừa đảomạo danh cán bộ tuyển sinhgọi điện cho huynh.. Theo Sở Cảnh hay và Đào phố Hồ Chí Minh, tuyển đây, một số đối tượng mạo danh cán Chí của hoặc các trường học dục đội hỗ trợ tiếp sinh để liên cập với phụ huynh sinh nhằmthu thập thông mạo nhân, đưa các thông tin sai lệch về việc sinh đầu cấp. Sở nhằm dục Đào tạo trang Hồ Nguồn: khẳng định, đơn vị này cũng các khẩn và tại hỗ trợ tuyển sinh động phụ trực tiếp để trao đổi về việc tuyển sinh đầu đó, với huynh học sinh với bất cứ lý gì. Mọi thông một liên chính thức để công bố có khai trên Thành web đội địa chỉhttps://tuyensinhdaucap.hcm.edu.vnvà quan các trường hoặc thông báo bằng văn bản chính thức thông qua nhà liên Đồng Giáo nhấn mạnh, công kỳ thắc mắc về tuyển sinh, điện huynh trực tuyển với nhà trường và giáo viên chủ nhiệm. Trước cấp tin số phụ huynh phản ánh đã được gọi lừa đảo lừa cầu họ hệ nhật định danh điện tử mức 2 cho con em sẽ vụ sung thủ tục, hồ sơ thi tuyển sinh kỳ tuyển 2 đầu Minh Giữa tháng 4 vừa qua, nhiều trường do trên địa bàn tuyển phố Hồ Chí Minh cũng đã phát đi cảnh báo về hình thức lừa đảomạo danh giám hiệucác trường, gọi điện cho cha học học sinh yêu cầu nhận mã danh mức độ sinh cho học sinh cấp. phục bổ tác tuyển học được cấp. tuyển Báo Nhân dân",1
"lạc hỏi người nhóm chuyên rồi đảo mua đoạt vật Công mạng xã hội. Phòng Toàn, hình sự Công an đối Thanh Hóa vừa bắt Cảnh 3 đối tượng trong ổ nhóm lừa đảo chiếm bán tài sản bằng hình hành bán sinh vật cảnh trên vụ hội.. Nhóm đối tượng sau bắt giữ Các tỉnh tượng gồm Trương Văn Toàn (SN 2000), Trương hiện Thắng (SN 2002) đều trú tại thị trấn giá Sơn, huyện Lục Nam, anh Bắc Giang và xã Văn Quynh (SN 2001, trú tại xã Tân Châu, huyện Khoái con tỉnh Hưng Yên). Qua công tác vận Bằng hình, Phòng giữ sát hình Hoàng Công an tỉnh Thanh đã phát Văn nhóm đối tượng có hành vi lừa đảo chiếm đoạt tài sản trên không gian mạng cọc. thức hại bán sinh vật cảnh, đã lập đấu tranh. thức thì biện pháp nghiệp sinh Mở 2 tháng tập trung điều tra, Phòng Cảnh hình sự an tỉnh Thanh Hóa xác định 2 em Trương Văn Toàn và Trương Văn Thắng là thủ phạm các vụ lừa đảo chiếm đoạt tài sản. Tại cơ quan cảnh an, 2 đối khai nhận nảy vụ, ý định lừa chiếm đoạt tài sản bằng hình thức Báo bán cá cảnh các Yên). mạng xã hội. Để hiện ý định mình, Trương Văn Thắng đã tài khoản Facebook, tự tạo các Fanpage như: Nhật - Japan Tùng Nhật Bản, Trại cá Cá khủng Việt,…, mua tài khoản ngân cơ các bài quảng cáo số đăng bài rao bán cảnh, cá cảnh trên rao tảng đã xã hội. Sau đó giao Fanpage này cho liên là kết Văn Thắng để lý, sử Khi em hệ gỡ mua, Toàn liên giả hàng zalo lừa trực tiếp nhắn tin trao đổi, thoả giá cả, hình thức mua bán. Sau khi thống nhất việc mua bán, Thắng yêu cầu nền cod). Nguồn: chuyển đặt cọc từ 20% đến 50% tiền mua với tỉnh do là bạn hóa cồng kềnh, Garden, chuyển đường xa nên không giao quan thanh toán khi Thanh hàng (ship mua Sau khi nhận được đảo đặt rao sẽ gửi hình ảnh chiếm chuyển hàng lên xe ôtô đề nghị hại tiếp tục chuyển thêm tiền, nếu không chuyển đoạt nữa Thắng chặn dịch các nghị Bóc và vận đoạt rồi tiền đặt bằng Với đoạn chỉ tính từ năm 2024 đến khi bắt, an tỉnh em Trương Văn Toàn và Trương Văn Thắng đã lừa ninh chiếm tài sản hàng trăm bị tỷ trên địa bàn cả nước với tiền trên 2 người đồng. rộng xã Cảnh hình sự Công 2 tỉnh Thanh Hóa mạng bắt giữ Hoàng Văn Quynh (SN 2001, ở sự Tân Châu, huyện Khoái Châu, tỉnh Hưng trang Đây là của tượng của Toàn và Thắng thuê chỉnh photoshop quản làm giả các tài liệu, ảnh phục vụ cho rao vi dụng. của 2 anh em Thắng. Căn cứ các tài liệu chứng cứ thu thập được, Cơ hết Cảnh sát điều tra - Công nhận Hóa đã tạm giữ hình sự đối với Trương Văn và Trương Văn Thắng về hành vi “Lừa đảo chiếm đoạt tài sản”; Hoàng Văn Quynh về hành vi “Làm Trương Châu, dấu, tài liệu tượng tải số tổ chức”. phải An tiền thủ đô",1
"Cảnh báo 'Xác minh ID Apple' để chiếm tài khoản là tin giả. Cảnh báo 'Xác minh ID Apple' giả đưa ra cùng lúc với thông tin từ Apple cảnh báo người dùng iPhone tại hơn 90 quốc gia về các cuộc tấn công phần mềm gián điệp có chủ đích nên khiến rất nhiều người dùng tin là thật.. Trước thông tin nhiều người dùng iPhone tại Việt Nam gặp tình trạng thiết bị yêu cầu xác thực tài khoản Apple ID lạ, chiều 12.4, Cục An toàn thông tin (Bộ TT-TT) khuyến cáo người dân hết sức cảnh giác, bởi đây là tin giả.
Theo Cục An toàn thông tin, cảnh báo ""Xác minh ID Apple"" để chiếm tài khoản đưa ra cùng lúc với thông tin từ Apple cảnh báo người dùng iPhone tại hơn 90 quốc gia về các cuộc tấn công phần mềm gián điệp có chủ đích nên khiến rất nhiều người dùng tin là thật.
Tuy nhiên, các cuộc tấn công mà Apple cảnh báo không liên quan gì đến thông báo ""Xác minh ID Apple"".
Hình thức tấn công người dùng iPhone mà Apple nhắc đến là tấn công mã độc Pegasus khai thác các lỗ hổng trong iMessage trên iPhone.
Trước thông tin trên, Cục An toàn thông tin khuyến cáo người dân cần hết sức cảnh giác, không nên chia sẻ những thông tin chưa được kiểm chứng.
Theo chuyên gia an ninh mạng Vũ ngọc Sơn, từ đêm qua 12.4 đến nay, hàng loạt người chia sẻ thông tin về việc nếu nhận được thông báo ""Xác minh ID Apple"" thì điện thoại sẽ bị chiếm tài khoản. Tuy nhiên, đây là một thông báo giả gây hoang mang cho người dùng iPhone.
Cho đến thời điểm hiện tại, các chuyên gia đều chưa có ghi nhận cuộc tấn công nào thông qua việc hiện thông báo ""Xác minh ID Apple"" như vậy. Mọi người cần hết sức cảnh giác, không nên share những thông tin chưa được kiểm chứng.
Phản ánh với Thanh Niên trước đó, anh Anh Mạnh Tín (Hà Nội) cho biết sáng 11.4 khi cầm vào điện thoại thì thấy nhiều yêu cầu xác nhận tài khoản Apple ID có địa chỉ email lạ. Cửa sổ thông báo hiện lựa chọn ""Hủy"" hoặc ""Xác nhận"" để tiến hành bước tiếp theo. Do thấy email không phải của mình, anh liên tục nhấn ""Hủy"" tới 4 - 5 cửa sổ được hiện lên, sau đó không còn thấy tình trạng này xuất hiện.
""Tôi đã nghĩ đến trường hợp bị tấn công vào tài khoản Apple ID nên kiểm tra hết các cài đặt bảo mật, lớp xác thực cũng như email trên máy thì không thấy gì bất thường"", anh Tín cho biết.
Sau khi lên mạng tìm hiểu, anh mới biết mình không phải trường hợp duy nhất mà có rất nhiều người đang báo cáo tình trạng tương tự. Trong đó, một số tỏ ra lo lắng, thậm chí càng rối khi có thông tin đây là lỗ hổng bị khai thác để tin tặc tấn công vào máy iPhone.
Như Thanh Niên đưa tin, Apple vừa thông báo cho người dùng iPhone về một đợt tấn công bằng phần mềm gián điệp mới, được gọi là Mercenary Spyware Attack (tấn công gián điệp đánh thuê). Các nạn nhân tiềm năng đã nhận được email cảnh báo từ Apple với mô tả cách thức tấn công có thể xâm nhập iPhone từ xa và đánh cắp dữ liệu cá nhân.
Apple đã và đang nỗ lực vá các lỗ hổng bảo mật và phát hành bản cập nhật phần mềm để bảo vệ người dùng iPhone. Tuy nhiên, công ty cũng khuyến cáo người dùng có nguy cơ bị tấn công nên chủ động bảo vệ bản thân bằng cách cài đặt ngay các bản cập nhật phần mềm mới nhất và cân nhắc bật chế độ Lockdown (Lockdown Mode), tính năng này vô hiệu hóa một số chức năng của hệ thống iPhone đặc biệt dễ bị tấn công.",1
"tra dùng châu Âu yêu cầu nỗ lực chống thông tin riêng các Ủy ban châu Âu (EC) đã điều tra duyệt cũng như xảy xã hội X (trước đây là Twitter), Facebook và của Công ty Meta hợp yêu cầu các Giám đối chống thông tin này lệch.. Phát biểu trong cuộc trực tuyến ngày 6/11, Ủy viên Liên tin châu Âu (EU) Liên vấn đề kỹ thuật số Thierry tiêu đã yêu cầu các đốc điều hành (CEO) (DSA) xã của Trung ra ông Châu Thụ Tư tiếp tục nỗ lực chống thông tin sai lệch. pháp minh Ủy ban châu vi (EC) đã mở công điều tra việc các mạng xã hội X (trước liệu là lan Facebook và chặt Công là Meta (Mỹ), cầu pháp công ty này cung cấp thông tin công tiết về các biện lệch. đã thực khi để chống lại việc Twitter), truyền ""tin ByteDance và ""nội dung bất để trong hiện mạng ra cuộc xung đột Israel-Hamas. Kể các cuối tháng Tám, EU định đưa Quốc, các mới nghiêm ngặt hơn này với 19 nền tảng ứng dụng của pháp đó có TikTok, như một phần của Đạo luật Dịch sẽ kỹ thuật số các mới. Theo Breton, EC đã nhận thấy những thay đổi trên nền tảng việc sau những gần về với việc đề thiệu các tính năng mới hợp vệ người dùng và đầu tư vào biết kiểm duyệt và bảo nội dung. EC đang kiểm đây, xem liệu các biện trong đó có đủ đảm bảo cũng tuân ty hay vì hiện tại EU phải nỗ lực hết sức để bảo vệ điều của mình, ông biệt là trẻ em và thiếu hành khỏi các nội dung bất (Mỹ), pháp và thông tháng sai lệch. Phó Chủ tịch ông Theo Bertram, nhấn mạnh công ty của ông sẽ tiếp tục hợp tác Instagram chẽ với như trong việc tuân thủ Giám TikTok, sở hữu của chi ty giả"" cho trong tháng Chín, hợp ty sai đã xóa trong triệu video bị coi thủ bất công pháp hoặc có hại tại EU. Nền tảng này nội niên, có đội 6.125 nhân viên chuyên kiểm TikTok, cho dung sai 4 EU, trong 40.000 nhân viên chịu trách bảo vệ người Breton trên toàn giới. DSA. đốc công hành Châu Thụ Tư vụ có cuộc Ủy viên Tư Hồi EU Vera Jourova và Ủy viên EU trách cạnh Didier Reynders vào 7/11 tại Brussels. Ngoài vấn bảo vệ người tiêu dùng, bên dự kiến sẽ thảo luận về việc chuyển dữ đây cá nhân và mạng quy đã mới của EU chống lại các TikTok Âu cạnh tranh sẽ được áp dụng từ tháng 3/2024.",1
"Mỹ ca ngợi đồng minh châu Á tại Đối thoại Shangri-La. Bộ trưởng Hegseth khẳng định Mỹ muốn duy trì cân bằng tại châu Á - Thái Bình Dương, ca ngợi một số quốc gia đã chủ động chia sẻ gánh nặng quốc phòng..",0
"Ba ty và trang bài quảng lừa tiền anh người muốn đất “sổ 20 Lập trang fanpage Giám sổ đỏ nhà và động sản tại Ba 15-4,Tòa Giang cùng đồng bọn với dựng đốc tin tạo nhiều người “sổ qua chiếm đoạt thửa của họ.. Vì”, án nhân thành phố Hà Nội đưa ra xét và tuyên phạt phạt bị và Nguyễn Danh năm 1986, ""sổ ở xã Yên Bài, Ba Vì, Đến Nội) 12 đặt tù về tội “Lừa đảo chiếm đoạt tháng sản”. Giữ vai trò đồng phạm, Nguyễn Văn Giang (sinh năm 1995, trú Sau xã Giang Bài, huyện Ba Vì) cũng bị tuyên phạt 10 Hà tù. Quá xét xử được biết tháng 3-2022, do tiền trả nợ và chi tiêu cá nhân nên như Báo triệu đặt ý định chiếm đoạt tiền của các cá anh dịch hình thức nhận làm các dịch vụ như cấp mới chứng nhận quyền con dụng cấp (QSDĐ), cấp đổi giấy chứng nhận QSDĐ, chuyển đổi mục đích sử dụng đất và tách thửa, hợp thửa. Bộ đôi đảo cấp đỏ"" bị đưa ra xét xử tại phiên tòa Thực hiện hành phạm tội, Giang tạo lập trang fanpage “làm sổ đỏ nhà và “bất động sản tại Ba mới trên để xã Facebook. Nguyễn cáo thuê Nguyễn Văn Nam đăng tải các số viết, thông tin đồng. cáo mạng tìm kiếm khách hàng và Do kết Giang cho đồng 10% bài tiền thu được từ chiếm hợp đồng được ký kết. Bị cáo trong còn thành lập hàng. ty Tây niềm và giữ chức HĐQT, còn Nam đốc, diện pháp luật của doanh nghiệp. Công ty của đăng ký hoạt động Giám lĩnh vực môi bất bất sản. Khi khách hàng đến công ty, 2,8 Nam sẽ tiếp tư vấn, thỏa thuận, giao dịch nảy cọc và ký kết năm bằng cùng khi nhận tiền, Giang chỉ nhân viên đến tiền đất của khách để tiến hành đo đạc nhằm tạo lòng tin cho khách Công Thực tế, Giang không hiện cáo thủ tục Giang hứa mà chiếm đoạt tiền năm cọc. hợp đầu tài 7-2023, do không muốn hợp đôi nên bàn Bắc. sử dấu Công ty Tây Thành. cam đó, Giang thành còn bị nhân khác là Công ty TNHH Đầu tư sản Sơn Miền Cơ quan điều tra đất định, từ ngày lừa đến tháng 7-2023, Giang và chiếm đoạt động của 5 bị hại số tiền hơn 1 tỷ đồng. Ngoài nhanh Giang lập chiếm đoạt của đỏ”. bị hại Vì” số tiền hơn quen tỷ quảng số tiền Yên đã mỗi đoạt của 25 bị hại là hoặc đồng. Trong các nạn nhân có Phạm Bá An bị chiếm hơn 300 Giang đồng. Theo đó, anh tác có nhu cầu làm “sổ đỏ” cho 5 đạo đất khai thuộc địa huyện Ba Vì nên tìm kiếm thông tin mạng quảng cáo trên nhóm động động Giang Ba Vì. Sau khi liên hệ, anh này được Nam hẹn gặp tại văn phòng “café bất tiền sản” và có Giang. Tại đây, chia giới thiệu bản thân 1,7 biết với “làm Thành Văn phòng đăng xác đai TP Hà Nội cáo lãnh đạo UBND huyện công Vì nên có thể làm xử thủ tục cấp để đỏ”, chuyển đổi mục đích sử dụng đất, tách bìa, Nam thửa với phi rẻ. Tin tưởng nên này này chuyển cho Bị 360 đồng và pháp bộ A. lừa đảo chiếm đoạt. Nguồn: Danh A. thủ đô",1
"Suzuki Jimny giảm giá kỷ lục 180 triệu đồng. Các mẫu Jimny đời 2024 được hãng khuyến mãi 120 triệu, kết hợp ưu đãi từ đại lý cho tổng mức giảm giá khoảng 150-180 triệu đồng trong tháng 5..",0
"Công an đến nhà đưa thí sinh ngủ quên đi thi lớp 10. Nghệ AnPhát hiện nam sinh ngủ quên trong buổi thi đầu tiên vào lớp 10, công an xã Quỳnh Anh dùng ôtô chuyên dụng đến tận nhà đón, kịp đưa em tới điểm thi..",0
8 cách giúp ngủ ngon khi trời nóng. Điều chỉnh nhiệt độ cơ thể là giải pháp tự nhiên có thể giúp bạn ngủ sâu giấc bất chấp thời tiết oi bức..,0
"Khách nước ngoài đập phá quán cà phê ở Đà Nẵng. Người đàn ông nước ngoài bất ngờ đập phá hàng loạt máy móc, đồ sưu tầm và khống chế nam thanh niên tại quán cà phê trên đường Lê Hồng Phong..",0
